contact_id,first_name,last_name,email,company,industry,lead_source,job_title,country,opted_in,signup_date
4b7b3d31-e2c4-49b8-ab5b-91e20a11e3ef,Susan,Johnson,qmeyer@example.org,"Webster, Bullock and Wagner",Technology,Organic Search,Adult nurse,Bangladesh,False,2025-05-24
cdd7668e-d1ec-4879-8ffe-99798d9d4659,Eric,Meyer,richmondbarry@example.net,Walker Ltd,Healthcare,Event,"Solicitor, Scotland",Cape Verde,False,2025-05-24
efe31baa-ebda-40a9-9056-282fd933dfe6,Nicole,Gonzales,smithmatthew@example.com,"Reynolds, Sims and Cain",Education,Event,Higher education careers adviser,Tokelau,False,2025-05-24
acf0cdf4-2e5c-467d-9710-7129d1b6122a,Lindsay,Webster,wallacestacy@example.org,Wilson-Williams,Finance,Referral,Air broker,Armenia,True,2025-05-24
43d46b98-5a9c-43e5-84ac-48615843ee17,Carrie,Schultz,michaelroach@example.org,Smith Inc,Healthcare,Referral,"Scientist, water quality",Venezuela,False,2025-05-24
ca05eb7b-a7ab-422f-9a60-93407f6fcca1,Jason,Moreno,paulperkins@example.org,Miller Group,Healthcare,Organic Search,"Producer, television/film/video",Lesotho,True,2025-05-24
ab7da9cf-2b8f-442b-937c-67aa261f7fd7,Casey,Smith,alisha50@example.com,"Kaufman, Maynard and Phelps",Retail,Event,Multimedia specialist,Italy,True,2025-05-24
91416454-de43-48d5-9554-71905ac13852,Stephanie,Holmes,zsmith@example.net,Hines LLC,Technology,Paid Social,Lawyer,Namibia,False,2025-05-24
295dd061-1b46-464e-980a-20c05faafd20,Laura,Armstrong,christopher30@example.org,Thomas LLC,Technology,Organic Search,Technical brewer,Samoa,True,2025-05-24
1a40df51-7464-494b-8655-109dd8d3d4b8,Annette,Edwards,tacosta@example.com,Pratt-Smith,Healthcare,Email,Senior tax professional/tax inspector,Brunei Darussalam,True,2025-05-24
29a6c106-3884-4606-b333-6c433ee34b0b,Timothy,Smith,cglass@example.org,"Holloway, Nelson and Jordan",Education,Paid Social,Biomedical engineer,Botswana,True,2025-05-24
6b2c2fe1-9f01-43f9-9a7c-1f45a91d75c6,Debbie,Frederick,ryanhaynes@example.com,Gray PLC,Technology,Referral,Oncologist,Algeria,False,2025-05-24
ddd1bfad-d37a-432a-8b4b-ff9d28d1b0e1,Chad,Nelson,patrick28@example.com,Snyder Ltd,Healthcare,Web,Insurance broker,Sweden,False,2025-05-24
